tweet_text,compound_pos_ratio,compound_neu_ratio,compound_neg_ratio,compound_mean,max_compound_score,min_compound_score,median_compound_score,var,avg_pos_score,avg_neu_score,avg_neg_score,reaction_tweet_amount,tweet_type
"The name of the officer who shot #MikeBrown has been named. His name is Darren Wilson, a 6-year veteran of the #Ferguson police department.",0.222,0.444,0.333,0.24642222222222226,0.4019,-0.9136,0.1752,0.08132693283950615,0.038,0.798,0.164,18,rumours
URGENT: Darren Wilson is the police officer who shot Mike Brown http://t.co/RZ1eYcKpiY #Ferguson http://t.co/D2HyKchWvq,0.267,0.333,0.400,0.32592,0.368,-0.9246,0.3612,0.09038377493333333,0.097,0.728,0.174,15,rumours
BREAKING - #Ferguson's police chief has announced Darren Wilson as the cop who shot and killed #MikeBrown. (not the guy named by Anonymous),0.455,0.303,0.242,0.2894575757575758,0.875,-0.7096,0.296,0.060978269715335175,0.139,0.766,0.094,33,rumours
"First, #MikeBrown was accused of shoplifting. Now, it's a robbery? It's very telling how the #Ferguson PD keeps spewing lie after lie.",0.333,0.556,0.111,0.11677777777777777,0.3818,-0.296,0.0,0.02269218172839506,0.078,0.900,0.022,9,rumours
BREAKING: #Ferguson police have identified Darren Wilson as the cop who shot and killed Michael Brown. More details to come...,0.333,0.333,0.333,0.2828,0.1779,-0.6705,0.1779,0.08043038,0.119,0.726,0.154,3,rumours
BREAKING: #Ferguson police chief names Darren Wilson in killing of unarmed teen,0.333,0.167,0.500,0.46753333333333336,0.6901,-0.7506,0.49135,0.060321092222222226,0.075,0.713,0.212,6,rumours
JUST IN: #Ferguson police identify officer who shot Michael Brown http://t.co/ynEjjl1uD1,0.375,0.375,0.250,0.30526250000000005,0.5574,-0.5574,0.40835,0.059932902343750004,0.136,0.796,0.068,8,rumours
"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE",0.232,0.263,0.505,0.3705199999999999,0.8805,-0.9231,0.3217,0.0865060510736842,0.075,0.772,0.153,95,rumours
"That was very ""SLICK"" of the Police Chief to create a narrative that #MikeBrown was a ""suspect"" in a robbery!  #Ferguson",0.278,0.361,0.361,0.2804055555555555,0.5499,-0.91,0.296,0.07425563885802472,0.108,0.780,0.112,36,rumours
"Let's be clear, #Ferguson PD never said Officer Darren Wilson was responding to robbery call before contact w/ #MikeBrown until today.",0.125,0.438,0.438,0.26270625000000003,0.4939,-0.8779,0.23815,0.0785016068359375,0.031,0.843,0.126,16,rumours
"Police name the officer who shot #Ferguson teenager #MichaelBrown. Watch: http://t.co/O76WptH1nE 
http://t.co/R6bxjsY9CZ",0.321,0.357,0.321,0.2998571428571429,0.7579,-0.8143,0.3506,0.06708239887755103,0.089,0.802,0.109,28,rumours
Darren Wilson is a six year veteran of the #Ferguson Police and had no disciplinary actions against him.,0.538,0.231,0.231,0.33471538461538464,0.8271,-0.765,0.296,0.06886700437869822,0.140,0.814,0.047,13,rumours
"Because, of course, when someone commits a robbery they stroll down the middle of the street where everyone can see them. #Ferguson",0.282,0.282,0.436,0.32289999999999996,0.7269,-0.8176,0.296,0.07390277025641025,0.095,0.803,0.102,39,rumours
"REMINDER: #MikeBrown was a kid who just wanted to walk down a street. And for that, HE IS DEAD. Those are the facts. #Ferguson",0.254,0.322,0.424,0.31883389830508463,0.9274,-0.886,0.296,0.08229710461361678,0.097,0.765,0.139,59,rumours
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,0.281,0.317,0.403,0.31149276018099514,0.891,-0.9413,0.296,0.08207131424622738,0.086,0.793,0.121,221,rumours
"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in #Ferguson",0.289,0.263,0.447,0.37253947368421053,0.7351,-0.8981,0.3693,0.0824423481786704,0.084,0.766,0.150,38,rumours
Hold on while Chief Jackson sprinkles a little crack on that Mike Brown crime scene ... #Ferguson,0.000,0.667,0.333,0.18076666666666666,0.0,-0.5423,0.0,0.06535317555555556,0.000,0.940,0.060,3,rumours
#MikeBrown wanted to walk down the street. And he is dead. And the #Ferguson PD is using his silence in death to make him a criminal.,0.400,0.200,0.400,0.28626,0.5878,-0.4703,0.296,0.0501085664,0.101,0.781,0.117,5,rumours
"BREAKING NEWS: According to documents released to the press, #MikeBrown was connected to an earlier robbery #Ferguson http://t.co/LuCR9711S0",0.190,0.333,0.476,0.309952380952381,0.6124,-0.7115,0.4019,0.07082496154195013,0.082,0.746,0.172,21,rumours
"I personally don't trust St. Louis County PD, and I think they waited all this time to forge and falsify evidence. #Ferguson #MikeBrown",0.351,0.351,0.297,0.3056918918918918,0.8555,-0.9231,0.296,0.08421565696128559,0.137,0.760,0.103,37,rumours
"Oh, a suspect in a robbery? That changes everything. Everyone knows summary execution is the penalty for suspicion of robbery #Ferguson",0.276,0.310,0.414,0.30656896551724133,0.6369,-0.9559,0.2263,0.09673768282996432,0.089,0.773,0.138,29,rumours
"Every time the police talk, their story changes. I hate it. #Ferguson",0.000,0.364,0.636,0.3308,0.0,-0.8442,0.3291,0.08701747818181817,0.022,0.834,0.144,11,rumours
2nd Video footage proving #Ferguson PD Chief lied on @Fox2Now RT @TheAnonMessage2: After moments of #MikeBrown death. http://t.co/5V8mTws9Ep,0.833,0.167,0.000,0.3891,0.7034,0.0,0.38155,0.0470015,0.293,0.707,0.000,6,rumours
The surveillance tape the police have on TV DOESNT even look like anything near Canfield Green apts. #MIKEBROWN #Ferguson,0.250,0.250,0.500,0.20445,0.3612,-0.2526,0.2283,0.0171722475,0.085,0.814,0.101,4,rumours
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",0.364,0.258,0.379,0.3336575757575756,0.785,-0.9015,0.3506,0.06896880910927454,0.128,0.768,0.104,66,rumours
If there is surveillance of a robbery why release stills and not the video itself? #Ferguson,0.188,0.438,0.375,0.2510625,0.4215,-0.7964,0.19935,0.07414289859375,0.048,0.872,0.080,16,rumours
"#Ferguson police hand out info to make Michael Brown seem like a thug. But nothing on how he was actually killed, interaction with officer.",0.355,0.290,0.355,0.33323870967741936,0.7003,-0.8979,0.3612,0.07079059914672216,0.129,0.765,0.106,31,rumours
I'm NOT believing this story because I know how the police lie and will keep lying and will organize together AND LIE. #MIKEBROWN #Ferguson,0.286,0.286,0.429,0.3562571428571429,0.6249,-0.8381,0.3612,0.08050615387755101,0.159,0.701,0.140,7,rumours
"If Dorian Johnson is a suspect in a robbery that justified #DarrenWilson killing #MikeBrown, why hasn't Dorian been arrested? #Ferguson",0.000,0.588,0.412,0.2159941176470588,0.0,-0.7425,0.0,0.07257221349480969,0.009,0.877,0.115,17,rumours
"""Police in #Ferguson, once charged a man with destruction of property for bleeding on their uniforms while four of them allegedly beat him.""",0.000,0.429,0.571,0.3145285714285714,0.0,-0.6705,0.4019,0.07948009632653061,0.000,0.733,0.267,7,rumours
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,0.257,0.314,0.429,0.33157571428571425,0.6124,-0.9529,0.3182,0.08848511726734692,0.088,0.763,0.149,70,rumours
Bottom line: cops are supposed to use deadly force only when lives are at risk. You don't shoot robbery suspects. #Ferguson,0.222,0.111,0.667,0.4316444444444445,0.7096,-0.8316,0.41915,0.06937835135802468,0.090,0.724,0.186,18,rumours
"So police narrative in #Ferguson is unarmed teen suspected in unarmed robbery was shot to death. We've still got a problem, Chief.",0.214,0.429,0.357,0.2833785714285714,0.3774,-0.891,0.21115,0.09304262739795918,0.052,0.814,0.134,14,rumours
#Ferguson Police apparently has a history of fabrication.  http://t.co/x1d3QTfEBx,0.462,0.385,0.154,0.23410769230769232,0.4215,-0.7034,0.1548,0.06203190686390532,0.149,0.782,0.069,13,rumours
MORE: #Ferguson police chief identifies Darren Wilson as cop who shot Michael Brown http://t.co/Qojlgp8mlc http://t.co/mwZBmZjAst,0.234,0.336,0.430,0.30910000000000004,0.8555,-0.886,0.2732,0.08569710921874998,0.077,0.774,0.148,128,rumours
Being shot 10 times in the street for stealing cigars is due process? No arrest. No trial. No conviction―just immediate execution. #Ferguson,0.083,0.333,0.583,0.3060083333333334,0.3612,-0.659,0.3278,0.06129122909722224,0.094,0.722,0.183,12,rumours
"An observation from yrs in practice - if it takes you 5 days to get your story out &amp; it doesn't make sense, it's probably not true #Ferguson",0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,3,rumours
".....for a cover-up to be successful....you must first discredit the victim.....

#Ferguson",0.167,0.250,0.583,0.3420916666666667,0.8934,-0.802,0.296,0.07941196576388888,0.089,0.803,0.108,12,rumours
"And I feel silly for pointing this out but...

In America we don't have  executions by gunfire for alleged robberies. #Ferguson #MikeBrown",0.200,0.350,0.450,0.34991,0.7215,-0.926,0.3291,0.10298310789999998,0.066,0.823,0.111,20,rumours
So lets recap. No dashboard cam of the incident. But definitely photos of Michael Brown in a store. Funny how that happens #NMOS14 #Ferguson,0.308,0.462,0.231,0.26715384615384613,0.5994,-0.6384,0.3182,0.06711811786982248,0.089,0.799,0.113,13,rumours
"Cops were extra aggressive to incite fear and cause chaos, giving the #Ferguson PD time to destroy and/or manufacture any ""evidence"" needed",0.364,0.091,0.545,0.4929363636363636,0.3612,-0.8625,0.5859,0.08589079504132231,0.123,0.655,0.222,11,rumours
"The police chief is a 5 star general in projection, imagination and deflection...took a week to hatch this theory #Ferguson",0.188,0.375,0.438,0.2906375,0.4767,-0.9217,0.296,0.07135266109374999,0.147,0.731,0.122,16,rumours
Just did a google map search. There are 2 Quick Trips in #Ferguson and they are on opposite ends of the town. Did #MikeBrown teleport?,0.333,0.333,0.333,0.2997,0.3182,-0.5809,0.3182,0.05641192666666667,0.068,0.879,0.053,3,rumours
"basically #Ferguson PD did an opposition research dump on mike brown, and not their jobs",0.125,0.500,0.375,0.29403749999999995,0.4939,-0.8169,0.1909,0.10007171734374999,0.052,0.865,0.084,8,rumours
Did anyone think of comparing the clothes that #MikeBrown was wearing when he was laying on the street to the security footage? #Ferguson,0.412,0.353,0.235,0.2437470588235294,0.4767,-0.5574,0.34,0.04580258249134948,0.119,0.801,0.081,17,rumours
"In 2009 #Ferguson PD beat a black man, then charged him for getting blood on their uniforms http://t.co/Y1QTm1BZyt http://t.co/KcuZ5VFMOn",0.250,0.500,0.250,0.15325,0.1363,-0.4767,0.06815,0.0379695825,0.066,0.840,0.095,4,rumours
so #MikeBrown's hat disappeared and he changed into shoes right? #Ferguson http://t.co/2zu5sUH84S,0.158,0.421,0.421,0.21643684210526318,0.4877,-0.7693,0.2411,0.05142072969529087,0.051,0.860,0.089,19,rumours
so if he was with #DorianJohnson at the robbery why wasn't he in custody? All media outlets interviewed him before the police #Ferguson,0.125,0.750,0.125,0.1006,0.4648,-0.34,0.0,0.03133452,0.027,0.958,0.015,8,rumours
The selective release of information by #Ferguson PD tells us nothing about the shooting. Instead appears to be a basic smear job.,0.312,0.250,0.438,0.315625,0.7003,-0.7783,0.3275,0.06316283687499999,0.056,0.840,0.104,16,rumours
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,0.263,0.474,0.263,0.20407894736842103,0.6808,-0.8689,0.0516,0.07331346166204983,0.100,0.806,0.094,38,rumours
#Ferguson cops beat innocent man then charged him for bleeding on them: http://t.co/u1ot9Eh5Cq via @MichaelDalynyc http://t.co/AGJW2Pid1r,0.176,0.412,0.412,0.2849117647058823,0.6166,-0.7579,0.3182,0.07318028339100346,0.052,0.734,0.215,17,rumours
"This is simple: IF #MikeBrown was a robbery suspect, why didn’t #Ferguson police say that on DAY ONE? Why wait six days?",0.368,0.158,0.474,0.3714842105263158,0.743,-0.7579,0.296,0.06613891606648199,0.098,0.765,0.137,19,rumours
#Ferguson PD releases robbery incident report smearing #MikeBrown but not shooting incident report. Did they think we wouldn’t notice?,0.211,0.368,0.421,0.3590473684210526,0.6249,-0.8126,0.4767,0.0816034667036011,0.071,0.835,0.095,19,rumours
"Let's not forget that even if Mike Brown did shoplift, that's not why police said he was stopped or why he was shot. #mikebrown #ferguson",0.143,0.571,0.286,0.16647142857142858,0.4215,-0.7579,0.0,0.055988754897959174,0.056,0.890,0.053,14,rumours
So basically #Ferguson PD hijacked what was supposed to be a press conference about Darren Wilson to call Michael Brown a criminal #NMOS14,0.339,0.220,0.441,0.3626525423728814,0.8038,-0.9022,0.3612,0.07637551469692615,0.093,0.796,0.111,59,rumours
"The surveillance photos, the police report, and this witness account. #Ferguson http://t.co/Sbx9tfA5FA http://t.co/JGgtaXYOxz",0.211,0.421,0.368,0.28126842105263156,0.4648,-0.8636,0.2263,0.0849023095290859,0.062,0.842,0.096,19,rumours
So in 5mins mike brown shaved his head and changed his scandals to shoes. I think your being lied too #Ferguson http://t.co/GSaYdYUhJr,0.250,0.375,0.375,0.2654575,0.8183,-0.9325,0.23775000000000002,0.07262528444375,0.081,0.800,0.119,40,rumours
"Assuming #MichaelBrown and #DorianJohnson were involved in robbery, when can we expect President Obama's apology to the #Ferguson PD?
#tcot",0.272,0.309,0.419,0.30243529411764697,0.836,-0.8481,0.296,0.06869975713667824,0.072,0.814,0.113,136,rumours
Looks like #Ferguson PD spent their whole week on a smear campaign against #MikeBrown instead of investigating or being at all helpful.,0.375,0.375,0.250,0.3177375,0.4588,-0.743,0.39135,0.07171399234375,0.081,0.842,0.077,8,rumours
"So a large Negro robbed a store and then the cops saw a large Negro.

WHAT WERE THEY SUPPOSED TO DO?!?!

Perhaps not execute him. #Ferguson",0.227,0.295,0.477,0.37183181818181804,0.5994,-0.9604,0.3715,0.09815056989669423,0.092,0.752,0.156,44,rumours
"I'm not retweeting the pic of #MikeBrown's body, but evidently he lost the hat and changed his shoes and shorts. And lost ~40 lbs. #Ferguson",0.242,0.394,0.364,0.31544848484848487,0.6808,-0.8779,0.3182,0.09082508310376491,0.078,0.821,0.101,33,rumours
Photos of alleged robbery involving Michael Brown in #Ferguson (via police) http://t.co/gr83XTGO1t http://t.co/7V34OtGYcn,0.167,0.444,0.389,0.2563444444444445,0.3182,-0.7845,0.1636,0.08481451469135802,0.036,0.843,0.121,18,rumours
Look at his arrive time on the report. This man was still in the store. Exlplain this. #Ferguson #FergusonShooting http://t.co/caOWNddXxa,0.111,0.593,0.296,0.2123444444444445,0.5574,-0.8807,0.0,0.08252926987654324,0.064,0.856,0.081,27,rumours
The other day I asked a manager at the #Ferguson Market if police had requested surveillance video. She said no.,0.250,0.500,0.250,0.1632,0.4404,-0.296,0.1366,0.02884356,0.080,0.871,0.049,8,rumours
Cigarettes on Staten Island. Cigars in #Ferguson. Are these seriously enough to take a life?,0.219,0.156,0.625,0.4068062499999999,0.8126,-0.9313,0.4491,0.0842913274609375,0.061,0.722,0.217,32,rumours
"Witness to #Ferguson shooting atty confirms Brown took cigars from store.  Client told FBI he ""did take cigarillos"" http://t.co/j9BARBU0c7",0.333,0.167,0.500,0.515811111111111,0.7783,-0.8689,0.62465,0.08050580876543209,0.100,0.709,0.192,18,rumours
"So in #Ferguson, robbing a convenience carries the death penalty. Got it.",0.158,0.263,0.579,0.47680526315789473,0.6834,-0.8316,0.6124,0.1059521236565097,0.043,0.782,0.174,19,rumours
Arrived in Crestwood where officer Darren Wilson lives. When I knocked police officer rolled up and told me Wilson left days ago #Ferguson,0.265,0.510,0.224,0.18471836734693878,0.6908,-0.8074,0.0422,0.04893409823406913,0.063,0.879,0.057,49,rumours
It took the police 5 days to concoct this tale and this is what they came up with? #ninjaplease #ferguson,0.200,0.457,0.343,0.2231085714285715,0.5423,-0.872,0.0772,0.06341058306938777,0.047,0.855,0.098,35,rumours
#Ferguson police once beat a man then charged him with destruction of property for bleeding on their uniforms http://t.co/KbTFfyI8mw,0.000,0.429,0.571,0.2611571428571428,0.0,-0.6705,0.1531,0.07846281959183674,0.112,0.670,0.218,7,rumours
Police have named the cop who shot Michael Brown. @alicesperi's latest report from #Ferguson: http://t.co/1K79nsOtx3 http://t.co/cV3VCkUR6L,0.474,0.211,0.316,0.43824736842105255,0.8949,-0.7845,0.5267,0.081396631966759,0.134,0.680,0.186,19,rumours
"Shoot unarmed kid.
Conceal evidence.
Impose martial law.
Harass reporters.
Smear the victim.
Worst. Police. Ever.
#Ferguson #MikeBrown",0.205,0.341,0.455,0.25257727272727276,0.802,-0.7506,0.25,0.06087116721074382,0.077,0.808,0.115,44,rumours
"If #MikeBrown is indeed the robber, where’s the red ball cap? Sandals? Stolen cigars? #ferguson",0.222,0.302,0.476,0.3510777777777777,0.6369,-0.9055,0.3597,0.08621637569664903,0.069,0.780,0.150,63,rumours
The day #Ferguson cops beat a man and charged him with getting his blood on their uniforms http://t.co/JawJSRGJ9m http://t.co/B9lA31LLis,0.217,0.130,0.652,0.4528304347826088,0.872,-0.836,0.4939,0.061171329943289214,0.087,0.606,0.308,23,rumours
"RT .@rolandsmartin: This is simple: IF #MikeBrown was a robbery suspect, why didn’t #Ferguson police say that on DAY ONE? Why wait six days?",0.250,0.100,0.650,0.40594,0.4939,-0.8625,0.40080000000000005,0.06263356640000001,0.077,0.745,0.178,20,rumours
"They wanted u 2 believe that #TrayvonMartin was a criminal, #EricGarner a criminal, #RenishaMcBride a thief, &amp; now #MikeBrown #Ferguson",0.267,0.133,0.600,0.5543866666666666,0.6369,-0.9349,0.5859,0.09460064115555553,0.066,0.735,0.199,15,rumours
"Took a week, but we finally at the moment where Mike Brown Is officially a suspect in his own murder. #Ferguson",0.125,0.250,0.625,0.4754687500000001,0.3182,-0.9001,0.4989,0.14253484714843753,0.138,0.657,0.204,16,rumours
You release the robbery report and not the shooting report? Do you think we don't see you?#Ferguson PD?,0.000,0.000,1.000,0.66974,-0.5574,-0.9153,0.6249,0.0158187544,0.017,0.626,0.357,5,rumours
